Gene,Gene name,TLS23A/AGGGTA,TLS23A/GTTAGG,TLS23B/AGGGTA,TLS23B/GTTAGG,TLS23D/AGGGTA,TLS23D/GTTAGG,TLS23E/AGGGTA,TLS23E/GTTAGG,TLS23F/AGGGTA,TLS23F/GTTAGG
ENSMUSG00000038352.16,Arl5c,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000038216.8,Pnmt,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000087692.2,Gm11940,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000019761.11,Krt10,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000017165.2,Gast,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000086031.2,Gm12348,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000017830.16,Dhx58,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000004044.10,Cavin1,0,0,1,1,1,0,1,0,0,1
ENSMUSG00000017801.16,Mlx,0,0,5,1,2,0,2,1,2,1
ENSMUSG00000019303.15,Psmc3ip,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000001240.14,Ramp2,0,0,2,0,1,0,2,0,0,1
ENSMUSG00000019326.15,Aoc3,0,0,1,1,0,0,0,0,1,0
ENSMUSG00000010362.10,Rdm1,0,0,1,1,0,0,1,0,0,0
ENSMUSG00000017724.15,Etv4,0,0,0,1,2,0,1,0,1,0
ENSMUSG00000034664.14,Itga2b,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000020925.17,Ccdc43,0,0,0,1,0,0,0,1,5,0
ENSMUSG00000020941.8,Map3k14,0,0,1,0,2,0,4,2,0,1
ENSMUSG00000018486.3,Wnt9b,0,0,0,1,2,1,0,0,3,0
ENSMUSG00000099681.2,1700052K11Rik,0,0,1,0,3,0,1,0,0,0
ENSMUSG00000020695.15,Mrc2,0,0,0,1,0,0,1,0,1,0
ENSMUSG00000020706.14,Ftsj3,0,0,3,1,1,0,1,0,1,1
ENSMUSG00000020717.20,Pecam1,0,0,1,2,3,0,1,1,3,0
ENSMUSG00000018372.14,Cep95,0,0,1,0,0,0,1,0,3,2
ENSMUSG00000085245.2,Gm11713,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000087184.2,Gm11650,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000085811.2,Cep112it,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000020614.14,Fam20a,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000087259.8,2610035D17Rik,0,0,2,0,0,0,0,1,0,0
ENSMUSG00000041623.18,D11Wsu47e,0,0,3,1,0,1,2,0,1,0
ENSMUSG00000051043.17,Gprc5c,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000050201.10,Otop2,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000057219.12,Armc7,0,0,1,0,0,0,2,0,1,0
ENSMUSG00000020738.17,Sumo2,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000070331.15,Qrich2,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000061878.17,Sphk1,0,0,3,0,0,0,3,1,0,1
ENSMUSG00000110170.2,St6galnac2,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000009588.10,St6galnac1,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000086859.5,Snhg20,0,0,1,0,0,0,1,0,2,0
ENSMUSG00000048277.16,Syngr2,0,0,3,0,0,0,1,0,0,0
ENSMUSG00000070330.3,Tmem235,0,0,1,1,1,0,0,0,1,0
ENSMUSG00000025577.8,Cbx2,0,0,1,0,0,2,0,0,0,0
ENSMUSG00000109408.2,A930037H05Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000087675.2,Gm11762,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000085081.2,Rptoros,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000025140.16,Pycr1,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000025141.4,Myadml2,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000039450.12,Dcxr,0,0,0,2,0,0,4,1,4,0
ENSMUSG00000100629.2,Gm28192,0,0,1,1,0,0,0,0,1,0
ENSMUSG00000039321.2,Uts2r,0,0,1,0,1,0,1,0,0,0
ENSMUSG00000110250.2,Gm9077,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000112719.2,Gm45925,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112655.2,Gm48511,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000071456.7,1110002L01Rik,0,0,1,0,0,0,0,0,1,1
ENSMUSG00000020652.18,Cenpo,0,0,3,1,1,0,1,0,0,1
ENSMUSG00000112297.2,Gm17816,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000079177.5,Fam228a,0,0,2,0,2,0,0,0,0,0
ENSMUSG00000050545.11,Fam228b,0,0,2,0,0,1,2,0,0,0
ENSMUSG00000020639.15,Pfn4,0,0,1,1,2,0,0,0,1,0
ENSMUSG00000112020.2,Gm48532,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000112454.2,Gm48619,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000020600.14,Slc7a15,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000097841.3,4930511A02Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000037169.16,Mycn,0,0,2,1,2,0,2,1,4,1
ENSMUSG00000097973.2,Gm4929,0,0,2,0,0,0,1,0,2,0
ENSMUSG00000098158.3,Gm4804,0,0,0,1,0,0,1,0,1,0
ENSMUSG00000020591.12,Ntsr2,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000073197.10,5730507C01Rik,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000091071.3,1700030C10Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000062352.16,Itgb1bp1,0,0,3,1,1,1,4,0,2,0
ENSMUSG00000113621.2,2900060N12Rik,0,0,2,0,0,0,1,0,0,0
ENSMUSG00000112937.2,Gm17746,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000020638.9,Cmpk2,0,0,2,3,3,1,2,1,2,1
ENSMUSG00000114081.2,Gm48904,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113387.2,Gm31508,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000054204.7,Alkal2,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000036136.10,Fam110c,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020650.16,Bcap29,0,0,2,2,2,0,2,0,2,0
ENSMUSG00000020648.4,Dus4l,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000088242.3,Gm25913,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000085664.2,Atxn7l1os2,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113571.2,Gm48137,0,0,0,1,0,0,1,0,1,0
ENSMUSG00000113154.2,Gm48713,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000035983.5,Gm7008,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000113994.2,Gm47375,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113454.2,Gm47373,0,0,4,0,0,0,0,0,0,0
ENSMUSG00000113516.2,Gm47368,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000113766.2,Gm47374,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112054.2,Gm33680,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000112169.2,Gm48536,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000112420.2,Gm48543,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000020950.11,Foxg1,0,0,0,1,0,0,0,0,2,0
ENSMUSG00000035142.19,Nubpl,0,0,1,0,0,0,1,0,2,0
ENSMUSG00000035021.14,Baz1a,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021022.10,Ppp2r3c,0,0,4,0,1,0,0,1,2,0
ENSMUSG00000112393.2,Gm48655,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000021028.9,Mbip,0,0,0,1,0,0,1,2,0,0
ENSMUSG00000078982.4,Gm11025,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000047022.19,Mipol1,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000086372.2,Gm16246,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000035431.5,Sstr1,0,0,0,1,0,2,0,0,1,1
ENSMUSG00000060121.16,Gemin2,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000098229.2,Gm7719,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000113429.2,Gm20063,0,0,0,1,2,0,0,0,0,0
ENSMUSG00000113588.2,Gm48328,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000098200.2,Gm7763,0,0,2,1,1,0,0,0,1,0
ENSMUSG00000113684.2,Gm48418,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000047534.18,Mis18bp1,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000049882.11,Vcpkmt,0,0,1,1,0,1,0,0,0,0
ENSMUSG00000020992.6,4930512B01Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021067.9,Sav1,0,0,2,0,1,0,0,3,1,0
ENSMUSG00000048285.10,Frmd6,0,0,1,0,0,0,3,1,0,0
ENSMUSG00000060073.10,Psma3,0,0,4,2,3,0,3,1,4,1
ENSMUSG00000109482.3,Gm4756,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000087700.3,Gm15283,0,0,3,2,1,0,2,0,1,0
ENSMUSG00000112784.2,Gm34868,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000090258.8,Churc1,0,0,2,1,1,0,2,1,3,2
ENSMUSG00000112489.2,9230116L04Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000111929.2,Gm48780,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000097729.3,2310015A10Rik,0,0,2,1,1,0,1,1,1,0
ENSMUSG00000112830.2,Gm47765,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000072974.5,Gm4787,0,0,3,0,0,0,0,0,0,0
ENSMUSG00000099708.2,Gm29361,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000113423.2,Gm3791,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000021226.8,Acot2,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000079645.3,Gm17193,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000008822.16,Acyp1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000113752.2,Gm47817,0,0,3,1,1,0,0,1,2,0
ENSMUSG00000113165.2,Gm47863,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000021032.14,Ngb,0,0,1,0,0,0,1,1,0,1
ENSMUSG00000050671.13,Ism2,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000103136.2,Gm37980,0,0,2,2,0,0,0,0,0,0
ENSMUSG00002075591.1,ENSMUSG00002075591,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000114086.2,Gm18968,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000086689.2,Gm16876,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000033854.11,Kcnk10,0,0,1,1,1,0,0,1,0,0
ENSMUSG00000113656.2,Gm47370,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000113341.2,9430031K09Rik,0,0,3,1,0,0,0,0,0,0
ENSMUSG00000113195.2,Gm48586,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000047415.13,Gpr68,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000097160.3,A630072L19Rik,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000090050.2,Gm16339,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000102953.2,Gm37019,0,0,3,0,1,0,1,0,0,0
ENSMUSG00000055271.6,9330161L09Rik,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000021209.13,Ppp4r4,0,0,1,1,1,1,1,0,3,0
ENSMUSG00000061947.11,Serpina10,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000066361.4,Serpina3c,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000113314.2,Gm2721,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021115.16,Vrk1,0,0,3,2,1,0,3,2,1,1
ENSMUSG00000097788.3,Gm16596,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113396.2,Gm33467,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000048856.10,Slc25a47,0,0,2,0,0,0,0,0,0,0
ENSMUSG00002076695.1,ENSMUSG00002076695,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000064720.3,Gm25856,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000113581.2,Dio3os,0,0,2,0,1,0,1,0,1,1
ENSMUSG00000113781.2,Gm35558,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000056508.7,1700001K19Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000056458.17,Mok,0,0,2,1,1,0,2,2,1,0
ENSMUSG00000021271.6,Zfp839,0,0,1,0,2,0,2,1,0,0
ENSMUSG00000113200.2,Gm48632,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000083193.2,4930595D18Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000087075.3,Lbhd2,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000113910.2,Gm48286,0,0,1,0,1,0,1,0,0,0
ENSMUSG00000103080.2,Gm38123,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000012211.14,Tex22,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000049036.8,Tmem121,0,0,0,3,1,0,0,0,0,0
ENSMUSG00000104103.2,Gm9517,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000093765.8,Gm20658,0,0,3,0,0,0,1,0,0,0
ENSMUSG00000113002.2,Gm48620,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113527.2,Gm48079,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000112980.2,D430020J02Rik,0,0,0,1,0,0,1,0,1,0
ENSMUSG00000099907.2,Gm10421,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000021213.13,Akr1c13,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000071551.14,Akr1c19,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113073.2,Gm48261,0,0,1,2,2,1,3,0,2,0
ENSMUSG00000113742.2,Gm48262,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000114094.2,Gm48375,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000033520.3,Idi2,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000113922.2,Gm48887,0,0,1,2,1,0,0,0,0,0
ENSMUSG00000113869.2,Gm48869,0,0,1,1,0,0,2,0,1,0
ENSMUSG00000113885.2,Gm47802,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113695.2,9330159N22Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000097715.3,Gpr137b-ps,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021306.12,Gpr137b,0,0,1,1,1,0,0,0,0,0
ENSMUSG00000113775.2,Gm48027,0,0,2,2,0,0,0,0,1,0
ENSMUSG00000113654.2,Gm30893,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000039182.7,AW209491,0,0,1,4,1,0,3,0,1,0
ENSMUSG00000113389.2,Gm9512,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000041324.15,Inhba,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000113045.2,Gm48621,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000113432.2,8430406P12Rik,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000113688.2,A930027P06Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000075053.4,Vdac3-ps1,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000113576.2,Gm47658,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113028.2,Gm18065,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000105848.2,Gm42683,0,0,1,0,1,0,2,0,0,0
ENSMUSG00000036721.15,Zscan12,0,0,1,0,2,0,0,0,0,0
ENSMUSG00000054931.8,Zkscan4,0,0,1,0,0,0,1,1,0,0
ENSMUSG00000006720.17,Zfp184,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000069300.4,H2bc11,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000069274.4,H4c6,0,0,2,0,0,0,1,0,0,0
ENSMUSG00000099583.3,H3c4,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000047246.8,H2bc6,0,0,1,1,0,0,2,0,0,0
ENSMUSG00000069270.7,H2ac6,0,0,1,1,1,1,0,0,0,0
ENSMUSG00000006611.16,Hfe,0,0,1,0,1,0,1,0,0,0
ENSMUSG00000075031.5,H2bc3,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000061615.3,H2ac4,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000036110.15,Slc17a2,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000021336.18,Slc17a4,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000016756.18,Cmah,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000086796.3,4932702P03Rik,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000035910.16,Dcdc2a,0,0,3,3,0,0,1,0,3,0
ENSMUSG00000113366.2,Gm47259,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000038732.16,Mboat1,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000050295.5,Foxc1,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000038372.15,Gmds,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000044734.17,Serpinb1a,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000060147.16,Serpinb6a,0,0,1,0,0,0,1,1,0,1
ENSMUSG00000085457.4,1110046J04Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000038286.12,Bphl,0,0,1,0,2,3,3,0,2,0
ENSMUSG00002075380.1,7SK,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113430.2,Gm47086,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000021414.9,Fam217a,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000114555.2,Gm48706,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021418.16,Rpp40,0,0,1,0,0,1,1,0,0,0
ENSMUSG00000114647.2,Gm30127,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000114340.2,Gm18132,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000114746.2,4933436N17Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000039004.7,Bmp6,0,0,1,0,0,0,1,0,0,1
ENSMUSG00000114601.2,Gm48188,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000086693.2,A730081D07Rik,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000114545.2,Gm32184,0,0,1,0,0,0,0,0,0,0
ENSMUSG00002075558.1,7SK,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000087202.2,Gm15813,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000038152.5,5033430I15Rik,0,0,1,0,0,0,2,0,0,0
ENSMUSG00000097375.4,6720427I07Rik,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000043631.9,Ecm2,0,0,2,1,0,0,1,0,0,0
ENSMUSG00000034918.9,Cdhr2,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000025875.15,Tspan17,0,0,2,3,0,0,1,2,1,0
ENSMUSG00000114481.2,Gm46415,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000034789.9,Rab24,0,0,2,0,2,1,2,0,2,0
ENSMUSG00000035711.6,Dok3,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021550.7,2210016F16Rik,0,0,2,0,3,0,3,0,1,1
ENSMUSG00000114896.2,Gm34245,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000114393.2,Gm47359,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000114535.2,Gm47246,0,0,1,1,1,0,0,0,0,0
ENSMUSG00000043986.6,Spata31d1d,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000097502.3,4930528D03Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000114501.2,Gm48582,0,0,2,2,0,0,1,0,2,0
ENSMUSG00000113836.2,Gm3325,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000094942.8,Gm3604,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113841.2,Gm48701,0,0,1,0,0,0,3,0,1,0
ENSMUSG00000074865.12,Zfp934,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000072066.8,6720489N17Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000091183.6,Gm5141,0,0,1,2,0,0,1,1,1,0
ENSMUSG00000113708.2,Gm47584,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113126.2,Gm47588,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000113459.2,Gm30655,0,0,0,2,0,0,0,0,0,0
ENSMUSG00000113603.2,Gm47004,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000033063.9,Cntnap3,0,0,0,3,1,0,0,0,0,0
ENSMUSG00000113238.2,Gm47251,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000114362.2,4933433G19Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000114442.2,F630042J09Rik,0,0,1,0,0,1,1,0,0,0
ENSMUSG00000071291.11,Zfp58,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000090659.10,Zfp493,0,0,3,0,0,0,0,0,0,0
ENSMUSG00000034617.8,Mtrr,0,0,3,2,3,0,2,3,1,2
ENSMUSG00000113505.2,Gm48593,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000113121.2,Gm35161,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000113074.2,Gm3772,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021611.10,Tert,0,0,1,0,0,0,1,0,1,0
ENSMUSG00000021576.7,Pdcd6,0,0,0,1,2,0,1,0,0,1
ENSMUSG00000090004.2,Gm16125,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000113212.2,Gm47435,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000069208.10,Zfp825,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021590.8,Spata9,0,0,1,0,1,0,2,1,0,1
ENSMUSG00000090027.2,Gm15740,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000093668.4,Pou5f2,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000089827.2,1700023H06Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000114939.2,Gm48566,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000097793.2,Gm17259,0,0,1,1,0,0,0,0,0,1
ENSMUSG00000021537.10,Cetn3,0,0,1,0,0,0,0,1,0,0
ENSMUSG00000114827.2,Gm46432,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000077278.3,Gm22778,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000034334.9,Fam151b,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000098092.2,Gm2076,0,0,1,0,0,0,2,0,0,0
ENSMUSG00000113076.2,Gm47088,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000114019.2,Gm47155,0,0,1,0,0,1,0,0,0,0
ENSMUSG00000113514.2,Gm18960,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000113237.2,Gm6109,0,0,0,1,0,0,0,0,1,0
ENSMUSG00000090033.2,Gm16243,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000113842.2,Gm48138,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000078302.6,Foxd1,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000114733.2,Gm4815,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000021636.16,Marveld2,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000052293.15,Taf9,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000048924.15,Ccdc125,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000104214.2,Gm36638,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000102635.2,Gm36638,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000021714.16,Cenpk,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000046169.11,Adamts6,0,0,0,1,0,0,1,0,0,0
ENSMUSG00000021720.12,Rnf180,0,0,6,1,1,0,3,2,5,1
ENSMUSG00000021692.10,Dimt1,0,0,0,1,1,0,0,0,0,0
ENSMUSG00002076530.1,ENSMUSG00002076530,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000059751.8,Rps3a3,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000085204.2,Gm15327,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000114745.2,Gm48802,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021760.6,Gpx8,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000021763.18,Cspg4b,0,0,2,0,0,0,0,0,1,0
ENSMUSG00000114213.2,A430090L17Rik,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000021765.10,Fst,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000015533.10,Itga2,0,0,2,2,2,0,2,1,0,0
ENSMUSG00000091423.3,Gm17509,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000079048.9,4933413L06Rik,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000025453.19,Nnt,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000074715.4,Ccl28,0,0,1,0,0,0,2,0,2,0
ENSMUSG00000099872.2,1700074H08Rik,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000114934.2,Gm48342,0,0,1,2,1,0,0,1,0,1
ENSMUSG00000083606.4,Gm15916,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000114253.3,Gm47798,0,0,4,2,2,0,1,0,0,0
ENSMUSG00000114419.2,5430414B19Rik,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000045201.7,Lrrc3b,0,0,1,0,0,0,1,0,0,0
ENSMUSG00000081115.3,Gm15913,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000051729.13,Gm5087,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000114626.2,Gm48266,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021743.7,Fezf2,0,0,5,1,1,0,2,0,2,1
ENSMUSG00000114431.2,Gm48601,0,0,2,0,0,0,1,0,0,0
ENSMUSG00000114310.2,Gm48602,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000021807.7,Rtraf,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000021811.8,Dnajc9,0,0,3,1,1,0,2,1,2,0
ENSMUSG00000049960.5,Mrps16,0,0,1,0,0,1,0,0,1,0
ENSMUSG00000084925.9,1810062O18Rik,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000097577.3,6230400D17Rik,0,0,1,1,0,0,1,0,0,0
ENSMUSG00000119862.1,U6,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000114875.2,Gm30363,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000021768.16,Dusp13,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000114709.2,Gm47920,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000114539.2,Gm47921,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000098609.2,Anxa11os,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000078128.2,Gm2178,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000040717.7,Il17rd,0,0,3,0,1,0,3,0,2,0
ENSMUSG00000114653.2,Gm18398,0,0,3,1,0,0,0,0,0,0
ENSMUSG00000109849.2,Gm45645,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000114503.2,Gm20242,0,0,2,0,1,0,0,0,0,0
