Gene,Gene name,LS8A/AGGGTA,LS8A/GTTAGG,LS8A/TATGGA,LS8B/TATGGA,LS8B/AGGGTA,LS8B/GTTAGG,LS8C/TATGGA,LS8C/AGGGTA,LS8C/GTTAGG,LS8D/AGGGTA,LS8D/GTTAGG,LS8D/TATGGA,LS8E/TATGGA,LS8E/GTTAGG,LS8E/AGGGTA,LS8F/TATGGA,LS8F/GTTAGG,LS8F/AGGGTA,LS8H/TATGGA,LS8H/GTTAGG,LS8H/AGGGTA
ENSMUSG00000022892.12,App,485,65,95,60,398,82,27,405,53,378,89,26,43,5,16,14,7,6,9,5,8
ENSMUSG00000115518.2,Gm10791,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115108.2,Gm49228,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000041134.16,Cyyr1,2,0,0,1,0,0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000022893.15,Adamts1,7,7,7,5,5,6,0,3,9,7,8,3,2,0,1,0,0,0,0,0,0
ENSMUSG00000022894.7,Adamts5,15,22,8,8,6,35,4,11,23,7,20,3,3,0,2,0,1,1,0,0,0
ENSMUSG00000116669.2,Gm49570,1,0,1,0,1,0,0,1,0,1,1,3,0,0,0,2,0,0,0,0,0
ENSMUSG00000044442.12,N6amt1,10,4,9,6,7,3,1,5,1,5,0,1,0,0,0,3,0,0,2,2,1
ENSMUSG00000052299.10,Ltn1,47,10,53,36,38,6,38,41,11,31,13,18,3,2,2,5,1,1,8,1,1
ENSMUSG00000041079.13,Rwdd2b,3,1,4,4,5,1,0,1,1,7,2,3,1,0,0,2,0,0,0,0,0
ENSMUSG00000025616.15,Usp16,2,2,6,5,4,2,5,7,0,5,4,1,3,0,0,1,0,0,1,0,0
ENSMUSG00000025613.14,Cct8,84,12,44,38,59,12,16,56,17,64,8,12,9,4,1,7,1,1,4,0,0
ENSMUSG00000093606.2,B130034C11Rik,0,0,6,1,1,1,0,0,3,0,1,2,0,0,1,1,0,0,0,0,0
ENSMUSG00000025610.8,Map3k7cl,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025612.6,Bach1,23,3,26,19,18,4,14,20,5,10,6,19,7,0,3,2,0,0,1,0,2
ENSMUSG00000022935.17,Grik1,41,145,41,27,35,159,15,60,123,22,136,20,13,3,1,11,1,3,5,0,3
ENSMUSG00000116754.2,Gm33255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116547.2,Gm7667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002489.17,Tiam1,105,21,23,14,69,17,8,84,12,71,25,11,8,1,2,7,2,3,2,1,2
ENSMUSG00000022982.11,Sod1,66,7,26,17,43,7,11,44,9,32,9,6,2,1,3,8,0,5,3,2,4
ENSMUSG00000022983.17,Scaf4,70,17,90,69,65,18,44,54,21,45,30,31,17,3,6,11,2,1,6,2,5
ENSMUSG00000053414.9,Hunk,187,13,88,63,150,10,38,150,7,137,8,30,19,4,7,10,2,3,10,2,6
ENSMUSG00000022978.12,Mis18a,2,0,1,1,3,1,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0
ENSMUSG00000039929.15,Urb1,11,9,27,22,11,6,12,15,8,12,6,9,5,0,1,3,1,0,5,2,2
ENSMUSG00000039903.19,Eva1c,2,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083226.3,Gm7831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022972.11,Cfap298,1,0,0,3,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
ENSMUSG00000116607.2,4930534H18Rik,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022973.19,Synj1,516,67,443,373,428,72,237,432,67,394,66,174,72,11,27,54,9,14,36,7,11
ENSMUSG00000085279.2,Gm15965,1,0,1,4,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ENSMUSG00000022974.13,Paxbp1,10,3,10,10,6,2,13,13,7,7,5,10,2,1,1,1,0,0,2,1,0
ENSMUSG00000065811.4,Gm24695,0,0,1,0,0,0,2,0,0,0,1,0,2,1,0,0,0,1,0,0,0
ENSMUSG00000022971.19,Ifnar2,8,0,1,1,6,2,0,5,1,5,3,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000022961.19,Son,346,129,769,748,294,142,452,328,148,283,138,312,127,29,40,83,16,15,54,10,22
ENSMUSG00000022969.14,Il10rb,6,0,2,0,5,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022967.14,Ifnar1,34,10,37,34,34,9,26,23,9,26,13,18,5,0,4,11,1,1,0,0,0
ENSMUSG00000022965.9,Ifngr2,71,8,25,18,43,9,10,67,1,38,9,11,8,2,6,3,0,0,3,1,0
ENSMUSG00000022964.15,Tmem50b,112,21,38,34,100,8,15,81,17,74,16,14,9,1,3,9,1,1,3,1,2
ENSMUSG00000039763.11,Dnajc28,17,2,20,19,7,5,15,7,1,10,2,6,4,2,3,2,1,0,3,0,0
ENSMUSG00000022962.16,Gart,12,6,22,12,17,6,17,16,2,16,4,11,9,1,1,1,0,0,4,0,2
ENSMUSG00000022960.14,Donson,6,2,9,11,7,2,3,6,0,6,1,5,6,0,1,1,1,0,0,2,1
ENSMUSG00000058240.15,Cryzl1,17,3,13,14,14,3,12,12,5,9,4,6,5,1,2,0,1,1,0,0,0
ENSMUSG00000085169.3,Gm10785,0,0,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022957.21,Itsn1,302,78,186,131,213,61,101,242,68,218,69,68,63,6,14,23,4,3,24,4,6
ENSMUSG00000022956.12,Atp5o,19,2,17,13,17,7,1,13,2,11,5,2,4,1,1,1,0,0,2,0,1
ENSMUSG00000039680.11,Mrps6,7,1,3,1,4,3,1,2,4,4,1,1,0,0,0,1,0,0,0,2,0
ENSMUSG00000089774.3,Slc5a3,39,12,17,14,37,10,8,32,12,27,9,10,7,2,3,5,2,0,3,0,1
ENSMUSG00000039672.13,Kcne2,0,2,54,47,5,5,32,0,5,2,1,9,4,1,0,4,0,0,4,1,0
ENSMUSG00000051989.12,Smim11,2,0,3,0,0,0,1,0,3,1,1,2,1,0,0,0,0,0,0,0,0
ENSMUSG00000022951.17,Rcan1,17,7,27,31,18,9,21,11,12,7,4,10,10,0,3,2,1,1,2,0,0
ENSMUSG00000022949.10,Clic6,0,1,1,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ENSMUSG00000022952.18,Runx1,9,0,2,1,3,1,0,8,0,7,0,0,0,1,0,0,0,0,1,0,1
ENSMUSG00000100277.9,1810053B23Rik,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022948.17,Setd4,5,1,4,2,3,1,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0
ENSMUSG00000051483.10,Cbr1,36,6,19,13,35,16,9,31,7,29,9,13,3,1,1,3,0,0,3,0,1
ENSMUSG00000022947.9,Cbr3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000022946.11,Dop1b,96,24,23,9,78,19,6,85,14,70,18,7,7,1,4,7,1,2,4,1,2
ENSMUSG00000097768.3,2310043M15Rik,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116927.2,Gm30881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000039456.11,Morc3,11,3,12,16,7,1,3,5,4,11,2,4,2,1,0,0,0,0,2,1,1
ENSMUSG00000062713.9,Sim2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000040820.17,Hlcs,39,5,7,7,20,7,3,23,6,19,8,7,3,1,1,3,0,0,3,0,0
ENSMUSG00000115044.2,Gm48978,2,1,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000022940.18,Pigp,9,3,6,9,4,4,3,9,3,1,0,0,1,1,1,0,0,0,0,0,0
ENSMUSG00000040785.20,Ttc3,934,116,195,115,753,106,63,710,95,660,116,80,73,20,45,36,6,8,40,10,12
ENSMUSG00000075829.4,Gm23692,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022898.14,Vps26c,15,6,11,8,10,4,8,11,9,10,3,1,4,1,0,1,1,0,1,0,0
ENSMUSG00000022897.16,Dyrk1a,117,21,174,142,73,28,92,83,21,71,33,76,29,2,12,21,5,3,18,4,7
ENSMUSG00000043301.17,Kcnj6,21,3,7,1,21,6,0,18,7,11,6,1,1,0,4,1,0,0,0,0,1
ENSMUSG00000116641.2,Gm41505,1,1,1,0,2,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSMUSG00000040732.21,Erg,4,0,0,0,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022895.17,Ets2,26,6,6,3,20,2,3,16,4,13,2,2,0,1,2,2,0,1,1,0,1
ENSMUSG00000022913.17,Psmg1,4,1,16,8,8,5,8,10,3,11,5,7,2,0,1,1,0,0,2,1,0
ENSMUSG00000022914.18,Brwd1,65,13,88,88,49,11,55,44,14,33,21,39,22,3,4,14,3,0,12,3,3
ENSMUSG00000085884.2,Gm15342,3,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
ENSMUSG00000117289.2,1700093J21Rik,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000023147.18,Get1,43,10,41,58,45,10,25,29,11,48,17,21,10,1,2,7,1,1,6,4,2
ENSMUSG00000117270.2,Gm49953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000040681.17,Hmgn1,27,11,129,105,20,10,80,20,17,10,11,60,24,3,10,28,1,7,15,3,5
ENSMUSG00000045275.18,Lca5l,2,0,3,3,1,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0
ENSMUSG00000040666.20,Sh3bgr,11,0,0,4,12,1,2,15,0,6,1,0,2,0,0,0,0,1,0,0,0
ENSMUSG00000074892.10,B3galt5,7,2,4,0,5,4,1,3,4,7,2,0,1,1,0,0,0,0,1,0,0
ENSMUSG00000090223.3,Pcp4,192,50,33,19,134,49,10,138,34,159,57,5,14,2,6,10,1,0,5,3,3
ENSMUSG00000050272.11,Dscam,158,15,44,19,76,13,17,72,12,82,20,7,10,3,5,4,0,2,6,1,3
ENSMUSG00000117000.2,Gm32509,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117324.2,Gm32432,3,0,2,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0
ENSMUSG00000040605.8,Bace2,3,0,2,0,5,1,0,3,1,4,1,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000005251.16,Ripk4,0,0,3,1,0,0,3,0,0,1,0,2,0,0,1,0,0,0,1,0,0
ENSMUSG00000014039.19,Prdm15,11,5,15,9,7,5,9,3,4,5,2,5,5,0,0,2,0,1,2,0,2
ENSMUSG00000045975.9,C2cd2,18,5,26,36,17,5,20,11,6,19,5,10,5,0,3,5,1,1,3,0,1
ENSMUSG00000046962.17,Zbtb21,19,6,39,34,21,9,26,27,12,13,9,18,4,0,5,3,1,0,1,1,0
ENSMUSG00000023795.17,Pisd-ps2,1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000116995.2,Gm21926,5,3,3,5,6,0,7,2,2,6,1,2,1,1,0,0,0,0,1,0,0
ENSMUSG00000046201.10,Scaf8,61,31,122,118,54,27,73,46,25,54,32,50,24,7,5,16,1,4,7,2,5
ENSMUSG00000116858.2,Gm49797,3,2,3,5,2,1,2,2,0,2,1,3,1,0,0,0,0,0,1,0,1
ENSMUSG00000023800.16,Tiam2,4,0,2,0,3,0,0,2,1,1,0,2,0,0,1,0,0,0,0,0,0
ENSMUSG00000115039.2,Gm7043,3,0,4,2,3,1,2,4,0,2,0,2,0,0,0,1,0,0,0,0,0
ENSMUSG00000036983.8,Tfb1m,4,0,2,1,4,0,2,6,1,8,1,3,1,0,0,1,0,0,0,0,0
ENSMUSG00000091530.3,Cldn20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116852.2,1700102H20Rik,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069729.15,Arid1b,303,77,362,303,215,81,197,223,85,204,97,164,55,18,33,43,8,12,29,7,11
ENSMUSG00000081783.3,Gm15599,1,0,1,1,4,0,2,6,1,0,1,1,1,0,0,0,0,0,0,1,0
ENSMUSG00000004945.16,Tmem242,7,1,5,4,11,2,2,11,2,9,4,2,1,0,1,0,0,0,2,0,0
ENSMUSG00000034265.9,Zdhhc14,9,1,12,8,13,1,13,12,4,9,4,1,4,0,1,2,0,0,0,0,0
ENSMUSG00000068120.5,Gm10231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002365.11,Snx9,8,7,10,1,9,6,0,2,4,2,2,0,0,0,0,1,0,1,0,0,1
ENSMUSG00000034377.11,Tulp4,161,36,72,70,112,38,49,77,21,92,35,41,23,4,8,14,0,1,10,0,3
ENSMUSG00000034345.15,Gtf2h5,17,4,15,6,18,7,10,10,1,15,5,7,4,0,0,3,1,0,0,0,0
ENSMUSG00000023805.18,Synj2,33,17,7,3,14,18,1,26,11,21,22,5,2,2,1,4,0,1,2,0,0
ENSMUSG00000015659.13,Serac1,16,4,11,10,15,6,7,6,3,11,3,0,4,1,2,2,0,1,3,0,0
ENSMUSG00000038141.12,Tmem181a,12,1,10,8,9,5,6,3,4,7,3,5,1,0,1,1,0,0,1,0,0
ENSMUSG00000092074.3,Dynlt1a,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000116812.2,Gm2792,5,0,1,1,2,0,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000096780.8,Tmem181b-ps,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095677.3,Dynlt1f,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000052397.9,Ezr,4,1,15,9,2,8,10,7,10,3,4,8,0,0,0,5,0,0,2,1,3
ENSMUSG00000023809.11,Rps6ka2,62,17,130,110,56,18,68,57,15,44,13,41,19,3,5,17,4,2,5,3,6
ENSMUSG00000023806.11,Rsph3b,2,0,3,1,3,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000052031.9,Tagap1,2,0,3,3,0,0,0,5,0,1,1,2,1,0,0,0,0,0,0,0,0
ENSMUSG00000094724.9,Rnaset2b,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000071984.12,Fndc1,14,3,9,12,22,2,6,10,1,14,2,3,2,1,1,2,0,0,2,0,0
ENSMUSG00000090069.3,E430024P14Rik,2,0,1,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
ENSMUSG00000033450.9,Tagap,1,0,1,0,1,1,1,4,1,4,1,2,0,0,0,0,0,0,1,0,0
ENSMUSG00000116988.2,Gm49673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000069135.12,Cep43,6,1,7,5,4,3,5,9,1,4,1,7,1,1,1,1,0,0,0,0,0
ENSMUSG00000023861.18,Mpc1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073468.13,Sft2d1,0,0,2,3,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
ENSMUSG00000055945.9,Prr18,1,2,5,1,1,1,3,2,0,2,1,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000116704.2,Gm5491,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023868.18,Pde10a,62,10,10,8,47,8,7,54,8,62,10,6,4,0,1,0,2,0,2,1,0
ENSMUSG00000099104.3,Gm17087,7,1,4,4,8,0,2,8,0,8,1,1,1,2,1,0,0,0,3,0,0
ENSMUSG00000084390.2,Gm15425,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000097958.2,Gm8492,2,1,7,1,5,0,5,5,3,3,0,0,2,0,1,0,0,0,3,0,0
ENSMUSG00000062078.16,Qk,138,38,63,41,101,41,27,115,51,73,51,19,17,5,7,11,3,5,7,0,7
ENSMUSG00000037196.7,Pacrg,7,0,19,28,4,1,17,0,2,6,1,11,3,2,0,1,1,0,1,1,1
ENSMUSG00000089633.3,A230009B12Rik,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089941.2,Gm16168,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000089907.3,Gm16169,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000099797.2,Gm3145,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000023826.17,Prkn,9,5,14,9,10,4,10,12,3,8,2,8,8,0,1,0,0,0,1,0,1
ENSMUSG00000103324.2,Gm37402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104466.2,Gm10513,2,0,2,1,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000023827.9,Agpat4,13,1,5,3,11,5,0,13,2,10,2,0,2,0,1,2,0,0,0,0,0
ENSMUSG00000014426.10,Map3k4,43,13,37,39,27,11,35,38,16,25,13,19,14,0,2,8,0,4,0,2,1
ENSMUSG00000117337.2,Gm49964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097350.3,4732491K20Rik,1,0,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000023830.15,Igf2r,38,12,26,25,31,9,11,41,11,30,11,10,7,0,3,4,0,0,1,1,0
ENSMUSG00000117030.2,Gm49959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000078247.6,Airn,0,1,11,4,3,0,4,1,0,1,1,3,0,0,0,0,0,0,0,0,1
ENSMUSG00000089769.2,Gm16574,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068037.12,Mas1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059408.4,Mrgprh,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073460.6,Pnldc1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057388.10,Mrpl18,2,1,8,3,3,0,5,4,2,3,0,3,3,1,0,1,0,0,0,1,0
ENSMUSG00000068039.14,Tcp1,68,15,40,40,48,10,19,61,10,47,15,19,19,0,2,7,0,1,5,2,1
ENSMUSG00000064637.3,Snora20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062480.13,Acat3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023832.15,Acat2,7,1,4,2,18,3,4,7,3,8,2,1,1,0,1,1,0,0,1,0,2
ENSMUSG00000089695.3,Gm15946,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060475.14,Wtap,9,4,20,8,4,5,5,9,1,4,3,4,1,0,6,1,0,0,2,0,0
ENSMUSG00000006818.6,Sod2,121,32,98,61,91,24,37,84,24,84,30,34,25,7,6,16,0,2,10,4,3
ENSMUSG00000117278.2,Gm36684,6,1,4,4,5,2,5,5,2,1,2,1,4,0,0,1,0,1,0,0,0
ENSMUSG00000117042.2,2700054A10Rik,2,1,0,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090211.4,Gm16050,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079711.5,Smok4a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038347.16,Tcte2,0,2,2,0,4,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068036.17,Afdn,89,25,82,62,74,30,40,79,29,80,27,33,14,8,5,17,1,3,4,1,4
ENSMUSG00000048826.8,Dact2,11,6,3,4,15,6,0,19,5,9,4,1,5,1,1,0,0,0,0,1,0
ENSMUSG00000023886.11,Smoc2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079311.2,Gm3222,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023885.10,Thbs2,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000046991.13,Wdr27,0,1,10,7,4,1,1,0,0,0,0,3,0,1,0,0,0,2,1,0,0
ENSMUSG00000050088.10,1600012H06Rik,2,2,13,17,2,3,5,12,1,4,2,6,4,0,2,2,0,1,2,0,1
ENSMUSG00000023883.14,Phf10,21,6,27,12,18,3,10,14,4,10,3,5,2,0,2,2,0,2,1,0,1
ENSMUSG00000116895.2,Gm3435,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ENSMUSG00000036552.20,Ermard,8,2,6,6,12,1,2,6,1,8,2,4,5,0,0,0,1,0,0,1,0
ENSMUSG00000014773.14,Dll1,4,2,5,9,0,2,5,5,2,2,3,2,0,1,1,1,0,0,1,0,0
ENSMUSG00000014763.9,Fam120b,68,13,43,53,54,16,25,44,9,41,16,12,15,2,5,9,2,2,5,2,0
ENSMUSG00000116718.2,Gm49668,2,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000014769.11,Psmb1,47,14,36,29,44,16,21,48,11,40,6,11,7,3,2,7,1,1,11,1,1
ENSMUSG00000014767.18,Tbp,21,12,60,50,31,13,38,22,12,20,15,22,8,3,4,7,1,1,3,2,2
ENSMUSG00000116949.2,Gm7177,0,0,2,2,1,1,2,1,0,0,1,2,0,0,0,0,0,0,0,1,1
ENSMUSG00000051977.17,Prdm9,2,3,33,27,1,4,18,7,3,3,4,9,8,0,4,2,1,1,1,0,0
ENSMUSG00000023852.15,Chd1,18,11,66,57,26,12,38,12,9,18,9,24,14,2,8,4,0,0,4,1,1
ENSMUSG00000048027.10,Rgmb,72,5,67,73,74,12,19,76,8,59,10,29,10,4,4,5,0,2,10,1,1
ENSMUSG00000116545.2,Eif3s6-ps3,4,2,8,5,5,1,5,5,1,2,1,4,3,0,0,2,1,0,2,0,0
ENSMUSG00000116757.2,Gm4786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116958.2,Gm6705,0,1,6,6,2,0,4,1,2,0,0,3,3,0,0,0,0,0,0,0,0
ENSMUSG00000060149.8,BC002059,1,1,7,5,1,0,8,2,3,1,1,1,1,0,1,1,0,0,0,0,0
ENSMUSG00000096696.2,Zfp960,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000095990.2,Zfp97,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000116802.2,Gm5165,1,0,4,3,2,0,2,1,0,1,0,6,0,0,1,1,0,0,0,0,0
ENSMUSG00000072761.11,Gm6712,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000043801.8,Oaz1-ps,3,1,5,4,4,1,0,1,4,1,2,3,2,1,0,1,0,0,2,1,0
ENSMUSG00000116564.2,Riok2,22,8,25,33,18,4,15,11,4,10,5,9,7,1,1,2,0,0,2,1,1
ENSMUSG00000097379.3,Gm26873,0,1,1,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,1,0,0
ENSMUSG00000047786.13,Lix1,3,3,2,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000023845.8,Lnpep,178,51,143,150,131,21,63,134,37,123,32,54,33,7,11,21,3,4,13,1,3
ENSMUSG00000116892.2,Gm49787,3,0,2,2,0,1,2,0,0,2,1,1,0,1,0,1,0,0,3,0,0
ENSMUSG00000080316.12,Spaca6,15,6,5,3,11,8,2,11,7,14,7,6,3,0,2,0,0,0,1,0,0
ENSMUSG00000003665.8,Has1,1,0,1,0,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000090957.3,Gm7535,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091491.3,Vmn2r97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067949.6,Vmn1r-ps144,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000007564.16,Ppp2r1a,517,66,242,181,427,78,113,454,68,336,92,105,64,9,20,34,5,4,19,3,10
ENSMUSG00000067942.7,Zfp160,9,1,8,8,5,5,2,7,2,7,1,3,1,0,0,0,0,0,1,0,0
ENSMUSG00000062743.10,Zfp677,3,1,2,1,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000116771.2,Gm49691,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023882.16,Zfp54,3,1,2,1,1,1,1,3,1,1,0,1,0,0,0,2,0,0,0,0,0
ENSMUSG00000023892.9,Zfp51,6,1,4,4,4,2,2,2,3,3,2,1,3,0,0,1,0,0,0,1,0
ENSMUSG00000057409.8,Zfp53,4,2,2,1,3,0,3,3,1,3,0,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000097781.2,9330136K24Rik,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117037.2,Gm50433,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051341.7,Zfp52,2,1,2,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000067931.7,Zfp948,5,2,3,2,5,0,2,2,1,2,1,1,1,0,1,0,1,0,0,0,0
ENSMUSG00000117013.2,Gm30531,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSMUSG00000035868.10,Zfp983,13,5,10,10,12,3,7,10,3,9,2,8,0,0,2,0,0,0,0,0,2
ENSMUSG00000073448.4,Gm10509,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067928.7,Zfp760,4,1,11,8,4,2,8,5,3,4,1,4,1,0,1,1,0,0,0,0,0
ENSMUSG00000061544.14,Zfp229,6,4,8,6,3,2,2,6,2,12,3,5,2,0,0,0,0,0,1,0,0
ENSMUSG00000069743.6,Zfp820,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
