,Gene,Bipolar1/Rods,Bipolar2/Rods,Bipolar3/Rods,Bipolar4/Rods,Bipolar5/Rods,Bipolar6/Rods,Bipolar1/Cones,Bipolar2/Cones,Bipolar3/Cones,Bipolar4/Cones,Bipolar5/Cones,Bipolar6/Cones,Bipolar1/MG,Bipolar2/MG,Bipolar3/MG,Bipolar4/MG,Bipolar5/MG,Bipolar6/MG,Bipolar1/BCs,Bipolar2/BCs,Bipolar3/BCs,Bipolar4/BCs,Bipolar5/BCs,Bipolar6/BCs
Sepw1,Sepw1,11,6,8,23,15,15,0.0,0,0,1,5,6,62,83,55,93,237,209,1130,1457,966,1771,2342,2207
Serac1,Serac1,0,1,0,1,0,0,0.0,0,0,1,0,0,3,0,1,0,2,7,15,30,11,32,30,39
Serbp1,Serbp1,16,19,38,59,91,83,0.0,1,6,3,24,24,149,237,244,200,795,707,2941,3739,3523,4586,9319,8314
Serf1,Serf1,1,1,1,4,4,4,0.0,1,0,0,1,1,21,18,22,32,78,51,98,149,100,155,365,295
Serf2,Serf2,2,4,1,6,12,13,0.0,0,0,1,2,0,70,94,90,76,251,199,319,457,430,572,795,668
Sergef,Sergef,0,0,0,0,0,0,0.0,0,0,1,0,0,2,3,2,4,10,6,30,32,32,29,111,69
Serhl,Serhl,0,0,0,0,1,0,0.0,0,0,0,0,0,6,9,11,8,30,24,2,3,4,3,7,7
Serinc1,Serinc1,14,10,28,42,29,48,0.0,0,1,1,10,6,137,202,243,217,567,515,2417,3293,3081,3580,5802,4983
Serinc2,Serinc2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Serinc3,Serinc3,1,2,1,7,6,3,0.0,1,2,1,3,0,28,27,33,28,59,42,346,429,348,439,394,353
Serinc4,Serinc4,0,3,2,2,2,3,0.0,1,1,0,0,5,0,2,3,0,2,6,7,23,25,21,31,30
Serinc5,Serinc5,0,2,1,0,1,1,0.0,0,0,0,0,0,2,4,5,14,13,12,58,92,82,90,120,89
Serp1,Serp1,1,1,3,1,4,5,0.0,0,1,0,2,1,40,51,40,48,176,137,200,173,217,235,515,431
Serp2,Serp2,2,0,3,2,2,4,0.0,0,0,0,0,0,0,4,0,0,2,0,127,157,107,142,373,333
Serpina10,Serpina10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Serpina12,Serpina12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Serpina1b,Serpina1b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3g,Serpina3g,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpina3i,Serpina3i,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Serpina3k,Serpina3k,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Serpina3n,Serpina3n,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1
Serpina6,Serpina6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Serpina7,Serpina7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Serpina9,Serpina9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb12,Serpinb12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Serpinb1a,Serpinb1a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Serpinb1b,Serpinb1b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,10
Serpinb1c,Serpinb1c,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Serpinb3a,Serpinb3a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Serpinb6a,Serpinb6a,0,0,0,0,1,0,0.0,0,0,0,0,0,14,8,12,16,49,18,23,22,35,33,71,66
Serpinb6b,Serpinb6b,0,0,0,0,1,0,0.0,0,0,0,0,0,1,2,1,3,2,0,2,1,0,2,1,1
Serpinb6c,Serpinb6c,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2
Serpinb6e,Serpinb6e,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Serpinb8,Serpinb8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Serpinb9,Serpinb9,0,0,0,0,0,0,0.0,0,0,0,0,0,9,6,7,10,22,10,2,4,2,0,4,3
Serpinb9b,Serpinb9b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Serpinb9f,Serpinb9f,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Serpinc1,Serpinc1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,6,4,8,13,5,12,26,22
Serpind1,Serpind1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Serpine1,Serpine1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
Serpine2,Serpine2,0,0,1,0,3,2,0.0,0,0,0,0,0,9,30,26,24,49,33,75,103,114,134,367,346
Serpine3,Serpine3,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,2
Serpinf1,Serpinf1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,2,3,1
Serping1,Serping1,0,1,0,0,0,0,0.0,0,0,0,0,0,5,11,5,5,21,12,15,11,6,12,36,24
Serpinh1,Serpinh1,0,0,1,2,2,2,0.0,0,0,0,0,1,78,72,82,64,308,240,53,60,55,42,124,96
Serpini1,Serpini1,0,0,0,2,4,6,0.0,0,0,0,0,0,2,1,2,1,9,6,251,351,288,343,681,640
Serpini2,Serpini2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sertad1,Sertad1,0,0,2,1,0,0,0.0,0,0,0,0,0,7,6,7,6,6,17,50,51,49,59,100,78
Sertad2,Sertad2,3,0,0,0,1,3,0.0,0,3,0,1,0,11,24,7,12,31,27,54,104,96,114,139,111
Sertad3,Sertad3,0,0,1,0,1,1,0.0,0,0,1,0,0,2,5,13,7,17,12,43,50,42,63,86,52
Sertad4,Sertad4,0,0,0,0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,0,21,14,18,16,65,54
Sertm1,Sertm1,1,1,0,1,0,0,0.0,0,0,0,0,0,1,2,0,0,2,0,12,20,8,11,1,0
Sesn1,Sesn1,2,0,1,5,3,2,0.0,0,0,0,2,1,31,44,38,38,115,72,84,106,111,106,183,167
Sesn2,Sesn2,1,0,0,1,0,0,0.0,0,0,0,0,1,1,6,7,6,10,9,90,150,104,147,262,208
Sesn3,Sesn3,1,3,2,0,1,6,0.0,0,0,0,0,3,48,69,56,72,249,195,277,334,306,380,748,618
Sestd1,Sestd1,0,0,1,0,1,1,0.0,0,0,0,0,0,0,1,7,5,6,8,71,100,101,112,201,177
Set,Set,7,0,4,16,21,20,0.0,1,0,3,5,6,27,77,61,70,151,122,795,1104,976,1270,1945,1896
Setbp1,Setbp1,2,0,2,3,4,2,0.0,0,0,0,2,2,10,15,27,23,44,43,93,158,150,205,347,331
Setd1a,Setd1a,1,0,0,0,0,0,0.0,0,0,0,0,0,3,7,7,7,9,7,24,39,33,40,48,41
Setd1b,Setd1b,1,3,1,2,1,2,0.0,0,0,0,0,0,1,7,12,10,30,31,67,122,120,149,184,204
Setd2,Setd2,2,3,8,12,9,6,0.0,1,0,0,6,2,23,31,36,32,94,96,351,477,444,558,1089,922
Setd3,Setd3,3,2,1,8,1,2,0.0,0,0,2,0,0,22,40,36,23,93,60,289,369,430,467,560,510
Setd4,Setd4,0,0,0,2,3,0,0.0,0,0,0,0,0,2,7,4,4,14,3,40,52,33,68,75,61
Setd5,Setd5,0,1,5,6,12,5,0.0,1,3,0,1,2,30,61,65,46,196,159,404,617,563,705,1172,986
Setd6,Setd6,0,0,1,1,2,1,0.0,1,0,0,0,0,6,10,9,9,16,13,67,77,54,70,143,115
Setd7,Setd7,2,1,2,0,1,2,0.0,0,0,0,0,1,30,48,44,32,124,113,133,186,170,224,307,248
Setd8,Setd8,1,0,1,1,3,2,0.0,0,0,0,0,2,5,6,5,5,25,23,50,73,70,82,229,164
Setdb1,Setdb1,0,1,1,1,4,4,0.0,0,0,0,1,0,6,13,9,12,40,22,97,120,110,135,245,227
Setdb2,Setdb2,0,1,0,0,0,1,0.0,0,0,0,0,0,2,2,6,2,7,8,20,29,30,44,83,61
Setmar,Setmar,0,0,1,0,1,0,0.0,0,0,0,0,0,1,2,4,2,7,6,13,20,15,23,23,33
Setx,Setx,2,5,2,3,4,7,0.0,0,0,0,0,0,3,15,11,14,40,35,188,279,308,342,505,448
Sez6,Sez6,3,1,2,4,5,6,0.0,0,0,1,0,0,1,3,2,2,5,4,240,416,235,525,562,494
Sez6l,Sez6l,0,0,0,0,0,0,0.0,0,0,0,0,0,1,2,0,2,2,3,2,7,1,3,15,28
Sez6l2,Sez6l2,0,0,4,4,3,3,0.0,0,0,0,0,1,0,1,2,0,1,5,158,244,181,275,568,589
Sf1,Sf1,1,3,4,5,9,15,0.0,0,0,0,2,1,21,32,34,24,80,68,345,451,378,462,962,862
Sf3a1,Sf3a1,0,2,0,3,5,6,0.0,0,0,0,0,4,9,19,17,20,61,57,174,217,161,279,513,463
Sf3a2,Sf3a2,0,3,1,1,5,2,0.0,0,0,0,0,0,1,10,9,8,22,16,52,88,46,96,164,170
Sf3a3,Sf3a3,1,1,5,10,7,10,0.0,0,0,0,7,2,17,32,26,37,122,91,314,400,362,418,1054,867
Sf3b1,Sf3b1,11,9,7,26,41,50,0.0,0,3,3,12,14,115,171,165,173,562,471,1535,1946,1908,2346,3984,3663
Sf3b2,Sf3b2,9,6,17,38,49,29,0.0,5,3,1,6,22,96,156,157,153,506,368,1434,1991,1888,2228,4557,4014
Sf3b3,Sf3b3,1,1,3,1,7,5,0.0,0,1,0,0,1,7,9,7,11,25,21,110,150,144,187,332,300
Sf3b4,Sf3b4,2,0,2,3,2,4,0.0,0,1,0,3,1,10,28,22,17,45,40,193,228,190,232,383,419
Sf3b5,Sf3b5,2,1,1,4,10,7,0.0,0,0,0,3,1,34,55,58,49,148,144,308,338,315,370,772,621
Sf3b6,Sf3b6,1,2,7,14,5,25,0.0,0,0,0,2,7,51,86,65,68,246,214,625,733,693,806,1791,1630
Sfi1,Sfi1,0,0,0,1,0,1,0.0,0,0,0,0,0,6,14,8,8,18,17,48,70,67,83,89,78
Sfmbt1,Sfmbt1,0,0,2,2,4,6,0.0,0,0,0,0,0,2,10,4,7,38,23,127,130,149,173,344,295
Sfmbt2,Sfmbt2,0,0,0,0,0,0,0.0,0,0,0,0,0,2,7,0,1,9,3,2,2,2,3,11,4
Sfn,Sfn,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,5,9,0
Sfpq,Sfpq,8,11,25,25,46,42,0.0,0,3,4,13,12,126,226,177,194,627,559,1639,2110,1985,2355,5375,4786
Sfr1,Sfr1,3,5,10,14,9,17,0.0,0,2,0,3,2,84,97,107,87,301,236,671,810,924,943,1817,1678
Sfrp1,Sfrp1,0,0,0,0,0,0,0.0,0,0,0,0,1,8,11,20,7,35,29,5,4,4,4,11,5
Sfrp2,Sfrp2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sfrp4,Sfrp4,0,0,0,0,0,0,0.0,0,0,0,0,0,5,2,9,7,18,9,2,0,0,0,2,1
Sfrp5,Sfrp5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,9,7
Sfswap,Sfswap,2,6,6,16,13,12,0.0,0,0,1,7,0,38,40,50,44,144,129,475,739,629,787,1455,1227
Sft2d1,Sft2d1,0,0,1,4,2,1,0.0,0,0,0,0,0,13,21,16,18,16,12,87,114,87,116,107,73
Sft2d2,Sft2d2,0,0,0,0,0,1,0.0,0,0,0,0,0,13,21,16,25,48,50,9,8,8,12,12,13
Sft2d3,Sft2d3,0,1,2,2,1,2,0.0,0,0,0,4,3,11,8,13,16,39,37,97,138,127,148,221,184
Sfta2,Sfta2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sftpa1,Sftpa1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sftpb,Sftpb,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sftpc,Sftpc,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Sftpd,Sftpd,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Sfxn1,Sfxn1,3,0,1,2,7,7,0.0,0,0,0,1,0,6,2,5,2,14,12,217,286,265,310,885,787
Sfxn2,Sfxn2,0,2,0,2,8,2,0.0,0,0,1,0,2,3,5,5,7,15,14,62,60,67,85,113,115
Sfxn3,Sfxn3,2,0,3,5,3,4,0.0,0,0,0,1,3,2,13,9,5,23,19,228,288,219,364,687,628
Sfxn4,Sfxn4,0,1,0,0,1,1,0.0,0,0,0,0,1,4,7,4,4,11,11,34,28,35,58,79,60
Sfxn5,Sfxn5,0,0,1,0,5,0,0.0,0,0,0,0,0,136,213,188,209,681,517,33,35,37,43,103,93
Sgca,Sgca,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1
Sgcb,Sgcb,4,0,6,5,4,4,0.0,0,0,0,0,0,38,75,62,76,172,181,176,233,247,288,463,395
Sgcd,Sgcd,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sgce,Sgce,3,1,2,0,0,5,0.0,0,0,0,3,6,20,37,43,26,116,111,112,134,109,127,284,264
Sgcg,Sgcg,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
Sgcz,Sgcz,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,4,4,3
Sgip1,Sgip1,4,4,5,15,24,19,0.0,0,1,4,7,6,14,30,29,31,105,91,480,661,615,758,1394,1343
Sgk1,Sgk1,3,4,0,6,3,1,0.0,0,1,0,0,4,0,1,0,0,0,1,0,1,0,3,7,0
Sgk2,Sgk2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Sgk3,Sgk3,0,0,0,0,0,0,0.0,0,0,0,0,0,8,12,9,9,43,17,7,11,14,9,13,13
Sgms1,Sgms1,1,0,0,1,3,1,0.0,0,0,0,1,0,3,13,8,22,35,32,97,133,128,145,232,198
Sgms2,Sgms2,0,0,2,0,1,0,0.0,0,0,0,0,0,0,2,1,0,1,1,2,2,1,1,4,4
Sgol1,Sgol1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,4,1,0,4,3,8,8,7
Sgol2a,Sgol2a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,6,4,4,6,1,8,8,6
Sgol2b,Sgol2b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2
Sgpl1,Sgpl1,0,0,1,1,0,0,0.0,0,0,0,1,0,18,37,33,35,71,75,35,50,35,54,67,70
Sgpp1,Sgpp1,0,0,0,0,3,2,0.0,0,1,0,0,1,21,24,16,21,53,44,116,126,141,141,203,192
Sgpp2,Sgpp2,1,0,1,1,0,0,0.0,1,0,0,1,0,1,0,0,0,0,2,114,120,134,113,325,285
Sgsh,Sgsh,0,0,0,2,0,0,0.0,0,0,0,0,0,1,2,2,2,19,12,4,4,3,2,11,7
Sgsm1,Sgsm1,0,0,0,0,0,1,0.0,0,0,0,0,0,0,2,2,3,5,3,16,22,25,19,57,38
Sgsm2,Sgsm2,0,2,2,1,0,2,0.0,0,0,0,0,0,3,3,3,6,12,11,44,73,50,81,127,114
Sgsm3,Sgsm3,0,0,0,3,3,1,0.0,0,0,0,1,0,3,5,3,3,16,5,53,69,54,81,144,135
Sgta,Sgta,0,2,5,6,12,10,0.0,0,0,0,5,4,33,40,31,36,164,123,307,427,343,450,1246,1065
Sgtb,Sgtb,3,3,1,9,10,7,0.0,0,0,1,0,1,20,15,15,12,50,43,12,19,21,24,83,45
Sh2b1,Sh2b1,1,1,2,1,7,6,0.0,0,0,1,0,3,10,23,22,24,81,48,157,219,198,279,523,464
Sh2b2,Sh2b2,0,0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,2,1,0,5,2,7,2,12,13
Sh2b3,Sh2b3,0,0,0,0,0,0,0.0,0,0,0,1,0,5,3,3,2,7,6,30,30,20,41,87,51
Sh2d1a,Sh2d1a,3,2,1,4,3,2,0.0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,2,2,5
Sh2d2a,Sh2d2a,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2,6
Sh2d3c,Sh2d3c,0,0,0,0,1,0,0.0,0,0,0,0,0,5,4,5,6,5,6,44,64,66,74,126,129
Sh2d4a,Sh2d4a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Sh2d4b,Sh2d4b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Sh2d5,Sh2d5,1,1,3,3,4,9,0.0,0,0,0,0,0,1,4,4,1,3,2,507,692,661,784,1333,1172
Sh2d6,Sh2d6,0,1,0,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,6,5,4,2,8,10
Sh2d7,Sh2d7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,4
Sh3bgr,Sh3bgr,0,0,4,0,0,2,0.0,0,0,0,0,0,0,1,1,0,3,2,57,87,69,98,97,100
Sh3bgrl,Sh3bgrl,1,1,8,12,7,12,0.0,0,1,0,1,0,79,104,95,108,320,255,711,871,900,1008,1420,1205
Sh3bgrl2,Sh3bgrl2,1,2,3,3,13,5,0.0,0,1,1,1,1,7,6,7,15,30,28,246,278,281,338,471,359
Sh3bgrl3,Sh3bgrl3,2,1,2,3,5,4,0.0,0,0,1,0,1,19,32,13,22,75,63,297,318,221,359,820,695
Sh3bp1,Sh3bp1,6,0,3,4,9,10,0.0,0,0,0,0,2,11,17,8,16,35,23,533,581,533,589,1716,1525
Sh3bp2,Sh3bp2,0,0,0,0,0,0,0.0,0,0,0,0,0,1,6,1,5,19,7,0,5,1,1,3,3
Sh3bp4,Sh3bp4,0,0,0,0,0,0,0.0,0,0,0,0,1,8,5,13,5,28,17,0,4,1,1,2,2
Sh3bp5,Sh3bp5,0,1,0,0,3,1,0.0,0,0,0,0,2,1,2,5,1,9,4,51,64,52,77,164,177
Sh3bp5l,Sh3bp5l,0,1,2,1,0,1,0.0,0,0,0,0,0,6,11,7,3,41,28,57,76,66,69,178,169
Sh3d19,Sh3d19,0,0,1,0,0,0,0.0,0,0,0,1,0,6,15,13,16,46,43,5,26,14,21,48,45
Sh3d21,Sh3d21,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,6,2,2,2,3,2,3,4
Sh3gl1,Sh3gl1,2,0,0,3,3,1,0.0,0,0,0,1,2,12,18,18,17,49,42,238,246,271,305,577,539
Sh3gl2,Sh3gl2,14,8,7,25,18,18,0.0,0,1,0,5,8,12,24,17,22,58,62,1336,1663,1615,1943,3067,2565
Sh3gl3,Sh3gl3,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,2,0,14,12,8,18,59,83
Sh3glb1,Sh3glb1,3,7,6,8,35,21,0.0,0,0,1,1,7,87,113,124,149,426,310,264,377,399,457,950,735
Sh3glb2,Sh3glb2,0,0,1,1,4,2,0.0,0,0,0,4,0,12,15,20,14,51,40,105,133,93,115,319,300
Sh3kbp1,Sh3kbp1,1,0,2,0,2,1,0.0,0,0,0,0,0,9,11,4,9,26,25,14,23,30,19,83,87
Sh3pxd2a,Sh3pxd2a,0,0,0,0,0,3,0.0,0,0,0,0,0,1,4,2,6,7,12,7,9,8,14,22,22
Sh3pxd2b,Sh3pxd2b,0,0,0,0,0,1,0.0,0,0,0,0,0,40,68,60,66,171,104,47,44,34,44,93,69
Sh3rf1,Sh3rf1,0,0,0,3,1,0,0.0,0,0,0,0,0,6,6,10,7,32,34,27,33,31,42,85,56
Sh3rf3,Sh3rf3,0,0,0,0,0,0,0.0,0,0,0,0,0,10,15,8,8,29,25,2,0,0,2,3,5
Sh3tc1,Sh3tc1,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,2,2,3,0,0,0,0,0,0,0
Sh3tc2,Sh3tc2,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,2,4,4,1,0,0,0,0,1
Sh3yl1,Sh3yl1,1,0,0,2,2,3,0.0,0,0,0,0,0,2,3,2,4,7,14,18,27,29,33,60,64
Shank1,Shank1,0,0,1,2,1,1,0.0,0,0,0,0,0,0,1,1,0,3,0,74,106,77,109,198,192
Shank2,Shank2,2,0,2,4,3,4,0.0,0,0,1,0,1,1,4,4,8,23,17,146,222,219,298,498,418
Shank3,Shank3,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,2,0,1,1,1,1,4,3,13,4
Sharpin,Sharpin,0,3,1,3,4,7,0.0,0,0,1,3,2,12,19,12,18,53,41,118,155,141,174,335,308
Shb,Shb,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shbg,Shbg,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Shc1,Shc1,0,0,0,0,0,0,0.0,0,0,0,0,0,5,11,6,7,18,21,12,17,6,8,14,18
Shc2,Shc2,0,0,0,0,0,0,0.0,0,0,0,0,0,10,6,7,8,21,24,26,22,29,43,92,74
Shc3,Shc3,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,2,6,1,2,5,5
Shc4,Shc4,0,0,2,2,2,5,0.0,0,0,0,0,1,3,4,4,1,18,13,55,74,70,82,350,240
Shcbp1,Shcbp1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,1
Shcbp1l,Shcbp1l,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Shd,Shd,1,2,2,1,2,5,0.0,0,0,1,3,2,3,6,6,5,26,25,140,123,141,156,387,330
She,She,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0
Shf,Shf,0,0,0,1,0,0,0.0,0,0,0,0,0,0,1,0,2,2,0,27,38,24,42,71,56
Shfm1,Shfm1,5,8,10,12,18,21,0.0,2,0,1,10,10,90,118,114,122,322,241,941,1091,1039,1166,2082,1882
Shh,Shh,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shisa2,Shisa2,1,0,0,0,4,2,0.0,0,0,0,1,1,0,1,5,2,9,8,11,16,21,13,32,34
Shisa3,Shisa3,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,2,1,5,2,3,4,3
Shisa4,Shisa4,1,1,3,4,3,4,0.0,0,0,1,2,2,66,110,73,97,315,219,196,295,229,274,441,338
Shisa5,Shisa5,0,0,0,0,0,0,0.0,0,0,0,1,0,15,16,12,13,63,57,10,11,11,13,53,39
Shisa6,Shisa6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,3,11,2
Shisa7,Shisa7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,3,4,9
Shisa8,Shisa8,1,0,0,0,1,2,0.0,0,0,0,0,0,8,12,13,6,46,26,37,34,32,34,128,110
Shisa9,Shisa9,1,0,0,0,1,0,0.0,0,0,0,2,0,47,103,107,93,274,226,18,29,32,27,81,62
Shkbp1,Shkbp1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,3,3,4,9,15,13,9,11,13,32,23
Shmt1,Shmt1,0,0,0,0,2,0,0.0,0,0,0,0,0,1,1,3,0,4,2,5,4,2,4,11,11
Shmt2,Shmt2,0,0,0,1,2,2,0.0,0,0,0,0,2,7,12,13,17,64,49,36,48,28,41,110,92
Shoc2,Shoc2,5,2,7,13,15,10,0.0,0,1,2,4,3,18,30,42,52,113,94,367,540,517,634,1084,922
Shox2,Shox2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Shpk,Shpk,0,0,0,0,0,0,0.0,0,0,0,0,0,3,2,5,1,4,2,21,23,18,26,31,28
Shprh,Shprh,1,2,4,3,5,4,0.0,0,0,0,2,1,8,11,17,16,34,37,174,203,218,309,489,393
Shq1,Shq1,0,0,0,0,2,0,0.0,0,0,0,1,0,0,2,1,1,4,2,14,10,14,23,13,23
Shroom1,Shroom1,0,0,0,0,0,0,0.0,0,0,0,0,0,4,0,3,2,7,3,0,1,0,1,1,4
Shroom2,Shroom2,0,2,0,0,2,1,0.0,0,0,0,2,1,1,0,2,0,1,1,34,37,29,44,110,99
Shroom3,Shroom3,0,0,0,1,6,1,0.0,0,0,0,0,0,0,0,2,1,2,0,20,31,22,33,65,50
Shroom4,Shroom4,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,2,0,9,30,15,23,16,9
Shtn1,Shtn1,0,0,0,0,3,1,0.0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,707,657
Siae,Siae,0,0,0,0,0,0,0.0,0,0,0,0,1,14,30,23,15,39,39,4,5,4,4,18,14
Siah1a,Siah1a,1,2,0,1,1,8,0.0,0,0,0,3,0,13,22,20,15,54,51,101,150,151,156,385,364
Siah1b,Siah1b,0,0,0,0,1,0,0.0,0,0,0,0,0,0,4,1,7,15,11,19,20,30,26,63,39
Siah2,Siah2,0,0,1,0,2,2,0.0,0,0,0,1,3,4,4,10,13,23,24,69,104,67,88,180,158
Siah3,Siah3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,18,20,12,21,14
Sidt1,Sidt1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2
Sidt2,Sidt2,0,0,0,1,0,0,0.0,0,0,0,1,0,8,14,17,16,42,32,27,42,24,53,68,70
Sigirr,Sigirr,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,4,1,1,0,1,1,3,2
Siglec1,Siglec1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Siglec15,Siglec15,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Siglece,Siglece,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
Siglecf,Siglecf,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
